sentence text labels
12 . O

13 Le B-DATE

13 28 I-DATE

13 novembre I-DATE

13 2006 I-DATE

13 , O

13 le O

13 tribunal O

13 régional O

13 de O

13 Lublin B-LOC

13 lui O

13 infligea O

13 une O

13 peine O

13 cumulée O

13 pour O

13 quatre B-QUANTITY

13 condamnations O

13 pénales O

13 . O

14 B O

14 . O

14 Imposition O

14 du O

14 régime O

14 dit O

14 de O

14 " O

14 détenu O

14 dangereux O

15 Le B-DATE

15 5 I-DATE

15 novembre I-DATE

15 2010 I-DATE

15 , O

15 la O

15 commission O

15 pénitentiaire O

15 de O

15 la O

15 prison O

15 d O

15 ' O

15 Opole B-LOC

15 Lubelskie I-LOC

15 imposa O

15 au O

15 requérant O

15 le O

15 régime O

15 dit O

15 de O

15 " O

15 détenu O

15 dangereux O

15 " O

15 . O

16 La O

16 commission O

16 a O

16 estimé O

16 que O

16 le O

16 requérant O

16 avait O

16 été O

16 le O

16 meneur O

16 ou O

16 un O

16 participant O

16 actif O

16 d O

16 ' O

16 une O

16 manifestation O

16 collective O

16 planifiée O

16 dans O

16 la O

16 prison O

16 d O

16 ' O

16 Opole B-LOC

16 Lubelskie I-LOC

16 ( O

16 article O

16 88a O

16 § O

16 2 O

16 ( O

16 2a O

16 ) O

16 du O

16 code O

16 d O

16 ' O

16 exécution O

16 des O

16 peines O

16 pénales O

16 ) O

16 , O

16 les O

16 détenus O

16 ayant O

16 refusé O

16 d O

16 ' O

16 accepter O

16 la O

16 nourriture O

16 fournie O

16 par O

16 les O

16 autorités O

16 pénitentiaires O

16 . O

17 Les O

17 autorités O

17 ont O

17 appris O

17 que O

17 les O

17 détenus O

17 prévoyaient O

17 une O

17 autre O

17 manifestation O

17 collective O

17 pour O

17 le B-DATE

17 11 I-DATE

17 novembre I-DATE

17 2010 I-DATE

17 . O

18 La O

18 commission O

18 a O

18 également O

18 considéré O

18 que O

18 le O

18 requérant O

18 était O

18 particulièrement O

18 dépravé O

18 . O

19 Le B-DATE

19 18 I-DATE

19 janvier I-DATE

19 2011 I-DATE

19 , O

19 la O

19 commission O

19 pénitentiaire O

19 de O

19 la O

19 prison O

19 d O

19 ' O

19 Opole B-LOC

19 Lubelskie I-LOC

19 rejeta O

19 un O

19 recours O

19 formé O

19 par O

19 le O

19 requérant O

19 et O

19 rejeta O

19 sa O

19 demande O

19 d O

19 ' O

19 autorisation O

19 d O

19 ' O

19 examiner O

19 le O

19 recours O

19 en O

19 dehors O

19 du O

19 délai O

19 légal O

19 . O

20 Par O

20 la O

20 suite O

20 , O

20 le O

20 requérant O

20 fut O

20 transféré O

20 à O

20 la O

20 maison O

20 d O

20 ' O

20 arrêt O

20 de O

20 Lublin B-LOC

20 . O

21 Le B-DATE

21 3 I-DATE

21 février I-DATE

21 2011 I-DATE

21 , O

21 la O

21 commission O

21 pénitentiaire O

21 du O

21 centre O

21 de O

21 détention O

21 provisoire O

21 de O

21 Lublin B-LOC

21 a O

21 réexaminé O

21 et O

21 confirmé O

21 la O

21 décision O

21 d O

21 ' O

21 appliquer O

21 le O

21 régime O

21 au O

21 requérant O

21 , O

21 considérant O

21 qu O

21 ' O

21 il O

21 représentait O

21 une O

21 menace O

21 grave O

21 pour O

21 la O

21 sécurité O

21 du O

21 centre O

21 de O

21 détention O

21 . O

22 Le O

22 requérant O

22 a O

22 fait O

22 appel O

22 . O

23 Le B-DATE

23 4 I-DATE

23 avril I-DATE

23 2011 I-DATE

23 , O

23 le O

23 tribunal O

23 régional O

23 de O

23 Lublin B-LOC

23 a O

23 rejeté O

23 l O

23 ' O

23 appel O

23 . O

24 Le O

24 tribunal O

24 s O

24 ' O

24 est O

24 référé O

24 aux O

24 motifs O

24 de O

24 la O

24 décision O

24 du O

24 5 B-DATE

24 novembre I-DATE

24 2010 I-DATE

24 , O

24 estimant O

24 que O

24 la O

24 décision O

24 était O

24 légale O

24 et O

24 justifiée O

24 . O

25 Le B-DATE

25 3 I-DATE

25 mars I-DATE

25 2011 I-DATE

25 , O

25 le O

25 requérant O

25 a O

25 déposé O

25 une O

25 plainte O

25 auprès O

25 de O

25 l O

25 ' O

25 inspection O

25 régionale O

25 des O

25 prisons O

25 de O

25 Lublin B-LOC

25 . O

26 Il O

26 se O

26 plaignait O

26 d O

26 ' O

26 avoir O

26 des O

26 difficultés O

26 à O

26 accéder O

26 aux O

26 activités O

26 éducatives O

26 de O

26 la O

26 maison O

26 d O

26 ' O

26 arrêt O

26 de O

26 Lublin B-LOC

26 . O

27 Les O

27 autorités O

27 ont O

27 rejeté O

27 la O

27 plainte O

27 , O

27 estimant O

27 que O

27 des O

27 activités O

27 éducatives O

27 n O

27 ' O

27 étaient O

27 pas O

27 organisées O

27 pour O

27 les O

27 détenus O

27 dangereux O

27 . O

28 À O

28 une O

28 date O

28 non O

28 précisée O

28 en O

28 2011 B-DATE

28 , O

28 le O

28 requérant O

28 a O

28 informé O

28 la O

28 police O

28 de O

28 sa O

28 classification O

28 prétendument O

28 illégale O

28 en O

28 tant O

28 que O

28 " O

28 détenu O

28 dangereux O

28 " O

28 le B-DATE

28 5 I-DATE

28 novembre I-DATE

28 2010 I-DATE

28 . O

29 Il O

29 a O

29 affirmé O

29 que O

29 les O

29 autorités O

29 de O

29 la O

29 prison O

29 d O

29 ' O

29 Opole B-LOC

29 Lubelskie I-LOC

29 avaient O

29 outrepassé O

29 leurs O

29 pouvoirs O

29 en O

29 lui O

29 imposant O

29 ce O

29 régime O

29 . O

30 Le B-DATE

30 29 I-DATE

30 avril I-DATE

30 2011 I-DATE

30 , O

30 le O

30 procureur O

30 du O

30 district O

30 d O

30 ' O

30 Opole B-LOC

30 Lubelskie I-LOC

30 a O

30 refusé O

30 d O

30 ' O

30 ouvrir O

30 une O

30 enquête O

30 sur O

30 cette O

30 affaire O

30 , O

30 estimant O

30 qu O

30 ' O

30 aucune O

30 infraction O

30 n O

30 ' O

30 avait O

30 été O

30 commise O

30 . O

31 Le B-DATE

31 28 I-DATE

31 avril I-DATE

31 2011 I-DATE

31 , O

31 la O

31 commission O

31 pénitentiaire O

31 de O

31 la O

31 maison O

31 d O

31 ' O

31 arrêt O

31 de O

31 Lublin B-LOC

31 a O

31 annulé O

31 sa O

31 décision O

31 de O

31 classer O

31 le O

31 requérant O

31 comme O

31 " O

31 détenu O

31 dangereux O

31 " O

31 . O

32 Elle O

32 a O

32 considéré O

32 que O

32 le O

32 comportement O

32 du O

32 requérant O

32 s O

32 ' O

32 était O

32 amélioré O

32 et O

32 qu O

32 ' O

32 il O

32 ne O

32 représentait O

32 plus O

32 une O

32 menace O

32 pour O

32 la O

32 sécurité O

32 de O

32 la O

32 maison O

32 d O

32 ' O

32 arrêt O

32 . O

33 PROCEDURE O

34 L O

34 ' O

34 affaire O

34 a O

34 pour O

34 origine O

34 une O

34 requête O

34 ( O

34 no O

34 42552 B-CODE

34 / I-CODE

34 98 I-CODE

34 ) O

34 contre O

34 la O

34 République B-LOC

34 de I-LOC

34 Turquie I-LOC

34 introduite O

34 auprès O

34 de O

34 la O

34 Commission O

34 européenne O

34 des O

34 droits O

34 de O

34 l O

34 ' O

34 homme O

34 ( O

34 " O

34 la O

34 Commission O

34 " O

34 ) O

34 en O

34 vertu O

34 de O

34 l O

34 ' O

34 ancien O

34 article O

34 25 O

34 de O

34 la O

34 Convention O

34 de O

34 sauvegarde O

34 des O

34 droits O

34 de O

34 l O

34 ' O

34 homme O

34 et O

34 des O

34 libertés O

34 fondamentales O

34 ( O

34 " O

34 la O

34 Convention O

34 " O

34 ) O

34 par O

34 des O

34 ressortissants O

34 turcs B-NATIONALITY

34 , O

34 M B-PER

34 . I-PER

34 Mehmet I-PER

34 Bülent I-PER

34 Yılmaz I-PER

34 et O

34 M B-PER

34 . I-PER

34 Şahin I-PER

34 Yılmaz I-PER

34 ( O

34 " O

34 les O

34 requérants O

34 " O

34 ) O

34 , O

34 le B-DATE

34 20 I-DATE

34 mai I-DATE

34 1998 I-DATE

34 . O

35 Les O

35 requérants O

35 , O

35 qui O

35 avaient O

35 bénéficié O

35 de O

35 l O

35 ' O

35 assistance O

35 judiciaire O

35 , O

35 étaient O

35 représentés O

35 par O

35 M B-LEGAL_PROFESSIONAL

35 . I-LEGAL_PROFESSIONAL

35 H I-LEGAL_PROFESSIONAL

35 . I-LEGAL_PROFESSIONAL

35 Ç I-LEGAL_PROFESSIONAL

35 . I-LEGAL_PROFESSIONAL

35 Akbulut I-LEGAL_PROFESSIONAL

35 , O

35 avocat O

35 exerçant O

35 à O

35 Izmir B-LOC

35 . O

36 Le O

36 gouvernement O

36 turc B-NATIONALITY

36 ( O

36 " O

36 le O

36 gouvernement O

36 " O

36 ) O

36 n O

36 ' O

36 a O

36 pas O

36 désigné O

36 d O

36 ' O

36 agent O

36 aux O

36 fins O

36 de O

36 la O

36 procédure O

36 devant O

36 la O

36 Cour O

36 . O

37 Le B-DATE

37 21 I-DATE

37 mars I-DATE

37 2002 I-DATE

37 , O

37 la O

37 Cour O

37 a O

37 décidé O

37 de O

37 communiquer O

37 la O

37 requête O

37 au O

37 gouvernement O

37 . O

38 En O

38 vertu O

38 des O

38 dispositions O

38 de O

38 l O

38 ' O

38 article O

38 29 O

38 § O

38 3 O

38 de O

38 la O

38 Convention O

38 , O

38 elle O

38 a O

38 décidé O

38 d O

38 ' O

38 examiner O

38 le O

38 bien O

38 - O

38 fondé O

38 de O

38 la O

38 requête O

38 en O

38 même O

38 temps O

38 que O

38 sa O

38 recevabilité O

38 . O

39 LES O

39 FAITS O

40 LES O

40 CIRCONSTANCES O

40 DE O

40 L O

40 ' O

40 AFFAIRE O

41 Les O

41 requérants O

41 sont O

41 nés O

41 respectivement O

41 en O

41 1975 B-DATE

41 et O

41 1970 B-DATE

41 . O

42 Les B-DATE

42 19 I-DATE

42 et I-DATE

42 20 I-DATE

42 août I-DATE

42 1995 I-DATE

42 respectivement O

42 , O

42 les O

42 requérants O

42 furent O

42 placés O

42 en O

42 garde O

42 à O

42 vue O

42 par O

42 des O

42 policiers O

42 du O

42 département O

42 antiterroriste O

42 de O

42 la O

42 direction O

42 de O

42 la O

42 sécurité O

42 d O

42 ' O

42 Aydın B-LOC

42 , O

42 qui O

42 les O

42 soupçonnaient O

42 d O

42 ' O

42 appartenir O

42 à O

42 une O

42 organisation O

42 illégale O

42 , O

42 à O

42 savoir O

42 le O

42 DHKP B-ORG

42 / I-ORG

42 C I-ORG

42 . O

43 Dans O

43 leurs O

43 déclarations O

43 à O

43 la O

43 police O

43 , O

43 les O

43 requérants O

43 acceptèrent O

43 les O

43 accusations O

43 portées O

43 contre O

43 eux O

43 . O

44 Le B-DATE

44 22 I-DATE

44 août I-DATE

44 1995 I-DATE

44 , O

44 les O

44 requérants O

44 furent O

44 traduits O

44 devant O

44 le O

44 juge O

44 d O

44 ' O

44 instruction O

44 du O

44 tribunal O

44 de O

44 première O

44 instance O

44 d O

44 ' O

44 Aydın B-LOC

44 , O

44 où O

44 ils O

44 répétèrent O

44 les O

44 déclarations O

44 qu O

44 ' O

44 ils O

44 avaient O

44 faites O

44 à O

44 la O

44 police O

44 . O

45 Le O

45 juge O

45 d O

45 ' O

45 instruction O

45 ordonna O

45 leur O

45 placement O

45 en O

45 détention O

45 provisoire O

45 . O

46 Par O

46 un O

46 acte O

46 d O

46 ' O

46 accusation O

46 daté O

46 du O

46 6 B-DATE

46 septembre I-DATE

46 1995 I-DATE

46 , O

46 le O

46 procureur O

46 de O

46 la O

46 Cour O

46 de O

46 sûreté O

46 de O

46 l O

46 ' O

46 Etat O

46 d O

46 ' O

46 Izmir B-LOC

46 engagea O

46 des O

46 poursuites O

46 pénales O

46 contre O

46 les O

46 requérants O

46 . O

47 Il O

47 accusa O

47 le O

47 premier O

47 requérant O

47 d O

47 ' O

47 être O

47 membre O

47 d O

47 ' O

47 une O

47 bande O

47 armée O

47 en O

47 vertu O

47 de O

47 l O

47 ' O

47 article O

47 168 O

47 § O

47 2 O

47 du O

47 code O

47 pénal O

47 et O

47 le O

47 second O

47 requérant O

47 d O

47 ' O

47 être O

47 complice O

47 d O

47 ' O

47 une O

47 bande O

47 armée O

47 en O

47 vertu O

47 de O

47 l O

47 ' O

47 article O

47 169 O

47 du O

47 code O

47 pénal O

47 . O

48 Lors O

48 des O

48 audiences O

48 devant O

48 la O

48 Cour O

48 de O

48 sûreté O

48 de O

48 l O

48 ' O

48 Etat O

48 d O

48 ' O

48 Izmir B-LOC

48 , O

48 les O

48 requérants O

48 nièrent O

48 les O

48 déclarations O

48 qu O

48 ' O

48 ils O

48 ont O

48 faites O

48 à O

48 la O

48 police O

48 et O

48 au O

48 juge O

48 d O

48 ' O

48 instruction O

48 . O

49 Le B-DATE

49 25 I-DATE

49 mars I-DATE

49 1997 I-DATE

49 , O

49 la O

49 Cour O

49 de O

49 sûreté O

49 de O

49 l O

49 ' O

49 Etat O

49 d O

49 ' O

49 Izmir B-LOC

49 , O

49 composée O

49 de O

49 deux B-QUANTITY

49 juges O

49 civils O

49 et O

49 d O

49 ' O

49 un O

49 juge O

49 militaire O

49 , O

49 déclara O

49 les O

49 requérants O

49 coupables O

49 des O

49 faits O

49 qui O

49 leur O

49 étaient O

49 reprochés O

49 et O

49 condamna O

49 le O

49 premier O

49 requérant O

49 à O

49 trois B-QUANTITY

49 ans O

49 et O

49 neuf B-QUANTITY

49 mois O

49 d O

49 ' O

49 emprisonnement O

49 et O

49 le O

49 second O

49 requérant O

49 à O

49 douze B-QUANTITY

49 ans O

49 et O

49 six B-QUANTITY

49 mois O

49 d O

49 ' O

49 emprisonnement O

49 . O

50 Ni O

50 les O

50 requérants O

50 ni O

50 leurs O

50 avocats O

50 n O

50 ' O

50 étaient O

50 présents O

50 à O

50 cette O

50 dernière O

50 audience O

50 . O

51 Les O

51 requérants O

51 firent O

51 appel O

51 . O

52 Le B-DATE

52 12 I-DATE

52 novembre I-DATE

52 1997 I-DATE

52 , O

52 la O

52 Cour O

52 de O

52 cassation O

52 rejeta O

52 le O

52 recours O

52 des O

52 requérants O

52 , O

52 confirmant O

52 le O

52 raisonnement O

52 et O

52 l O

52 ' O

52 appréciation O

52 des O

52 preuves O

52 de O

52 la O

52 Cour O

52 de O

52 sûreté O

52 de O

52 l O

52 ' O

52 Etat O

52 d O

52 ' O

52 Izmir B-LOC

52 . O

53 La O

53 décision O

53 , O

53 prononcée O

53 en O

53 l O

53 ' O

53 absence O

53 des O

53 requérants O

53 et O

53 de O

53 leurs O

53 avocats O

53 , O

53 a O

53 été O

53 déposée O

53 au O

53 greffe O

53 de O

53 la O

53 Cour O

53 de O

53 sûreté O

53 de O

53 l O

53 ' O

53 État O

53 d O

53 ' O

53 Izmir B-LOC

53 le B-DATE

53 21 I-DATE

53 novembre I-DATE

53 1997 I-DATE

53 . O

54 PROCEDURE O

55 A O

55 l O

55 ' O

55 origine O

55 de O

55 l O

55 ' O

55 affaire O

55 se O

55 trouve O

55 une O

55 requête O

55 ( O

55 no O

55 57836 B-CODE

55 / I-CODE

55 00 I-CODE

55 ) O

55 contre O

55 le O

55 Royaume B-LOC

55 - I-LOC

55 Uni I-LOC

55 de I-LOC

55 Grande I-LOC

55 - I-LOC

55 Bretagne I-LOC

55 et I-LOC

55 d I-LOC

55 ' I-LOC

55 Irlande I-LOC

55 du I-LOC

55 Nord I-LOC

55 introduite O

55 devant O

55 la O

55 Cour O

55 en O

55 vertu O

55 de O

55 l O

55 ' O

55 article O

55 34 O

55 de O

55 la O

55 Convention O

55 de O

55 sauvegarde O

55 des O

55 droits O

55 de O

55 l O

55 ' O

55 homme O

55 et O

55 des O

55 libertés O

55 fondamentales O

55 ( O

55 " O

55 la O

55 Convention O

55 " O

55 ) O

55 par O

55 un O

55 ressortissant O

55 britannique B-NATIONALITY

55 , O

55 M B-PER

55 . I-PER

55 Spencer I-PER

55 James I-PER

55 Mellors I-PER

55 ( O

55 " O

55 le O

55 requérant O

55 " O

55 ) O

55 , O

55 le B-DATE

55 12 I-DATE

55 janvier I-DATE

55 2000 I-DATE

55 . O

56 Le O

56 requérant O

56 , O

56 qui O

56 avait O

56 bénéficié O

56 de O

56 l O

56 ' O

56 assistance O

56 judiciaire O

56 , O

56 était O

56 représenté O

56 par O

56 M B-LEGAL_PROFESSIONAL

56 . I-LEGAL_PROFESSIONAL

56 J I-LEGAL_PROFESSIONAL

56 . I-LEGAL_PROFESSIONAL

56 Carroll I-LEGAL_PROFESSIONAL

56 , O

56 avocat O

56 exerçant O

56 à O

56 Glasgow B-LOC

56 . O

57 Le O

57 gouvernement O

57 du O

57 Royaume B-LOC

57 - I-LOC

57 Uni I-LOC

57 ( O

57 " O

57 le O

57 gouvernement O

57 " O

57 ) O

57 était O

57 représenté O

57 par O

57 son O

57 agent O

57 , O

57 M B-PER

57 . I-PER

57 C I-PER

57 . I-PER

57 Whomersley I-PER

57 , O

57 du O

57 Foreign B-ORG

57 and I-ORG

57 Commonwealth I-ORG

57 Office I-ORG

57 , O

57 à O

57 Londres B-LOC

57 . O

58 Le O

58 requérant O

58 allègue O

58 que O

58 sa O

58 procédure O

58 pénale O

58 a O

58 dépassé O

58 le O

58 délai O

58 raisonnable O

58 en O

58 violation O

58 de O

58 l O

58 ' O

58 article O

58 6 O

58 § O

58 1 O

58 de O

58 la O

58 Convention O

58 . O

59 La O

59 requête O

59 a O

59 été O

59 attribuée O

59 à O

59 la O

59 troisième O

59 section O

59 de O

59 la O

59 Cour O

59 ( O

59 article O

59 52 O

59 § O

59 1 O

59 du O

59 règlement O

59 ) O

59 . O

60 Au O

60 sein O

60 de O

60 cette O

60 section O

60 , O

60 la O

60 chambre O

60 chargée O

60 d O

60 ' O

60 examiner O

60 l O

60 ' O

60 affaire O

60 ( O

60 article O

60 27 O

60 § O

60 1 O

60 de O

60 la O

60 Convention O

60 ) O

60 a O

60 été O

60 constituée O

60 conformément O

60 à O

60 l O

60 ' O

60 article O

60 26 O

60 § O

60 1 O

60 du O

60 règlement O

60 . O

61 Le B-DATE

61 19 I-DATE

61 juin I-DATE

61 2001 I-DATE

61 , O

61 la O

61 Cour O

61 a O

61 rejeté O

61 une O

61 partie O

61 de O

61 la O

61 requête O

61 comme O

61 irrecevable O

61 . O

62 Le O

62 1er O

62 novembre O

62 2001 O

62 , O

62 la O

62 Cour O

62 a O

62 modifié O

62 la O

62 composition O

62 de O

62 ses O

62 sections O

62 ( O

62 article O

62 25 O

62 § O

62 1 O

62 du O

62 règlement O

62 ) O

62 . O

63 Cette O

63 affaire O

63 a O

63 été O

63 attribuée O

63 à O

63 la O

63 troisième O

63 section O

63 nouvellement O

63 composée O

63 . O

64 Par O

64 une O

64 décision O

64 définitive O

64 du O

64 30 B-DATE

64 janvier I-DATE

64 2003 I-DATE

64 , O

64 la O

64 Cour O

64 a O

64 déclaré O

64 la O

64 requête O

64 partiellement O

64 recevable O

64 . O

65 Le O

65 requérant O

65 et O

65 le O

65 Gouvernement O

65 ont O

65 chacun O

65 déposé O

65 des O

65 observations O

65 sur O

65 le O

65 fond O

65 ( O

65 article O

65 59 O

65 § O

65 1 O

65 du O

65 règlement O

65 ) O

65 . O

66 La O

66 chambre O

66 a O

66 décidé O

66 , O

66 après O

66 consultation O

66 des O

66 parties O

66 , O

66 qu O

66 ' O

66 il O

66 n O

66 ' O

66 y O

66 avait O

66 pas O

66 lieu O

66 de O

66 tenir O

66 une O

66 audience O

66 sur O

66 le O

66 fond O

66 ( O

66 article O

66 59 O

66 § O

66 3 O

66 in O

66 fine O

66 ) O

66 . O

67 LES O

67 FAITS O

68 Le O

68 requérant O

68 est O

68 né O

68 en O

68 1964 B-DATE

68 et O

68 purge O

68 actuellement O

68 une O

68 peine O

68 d O

68 ' O

68 emprisonnement O

68 à O

68 la O

68 HM B-ORG

68 Prison I-ORG

68 Craiginches I-ORG

68 , O

68 Aberdeen B-LOC

68 . O

69 Le O

69 requérant O

69 a O

69 été O

69 arrêté O

69 pour O

69 tentative O

69 de O

69 meurtre O

69 à O

69 la O

69 suite O

69 d O

69 ' O

69 une O

69 course O

69 - O

69 poursuite O

69 à O

69 grande O

69 vitesse O

69 qui O

69 s O

69 ' O

69 est O

69 déroulée O

69 aux O

69 premières B-TIME

69 heures I-TIME

69 du O

69 29 B-DATE

69 octobre I-DATE

69 1995 I-DATE

69 . O

70 Le B-DATE

70 30 I-DATE

70 octobre I-DATE

70 1995 I-DATE

70 , O

70 il O

70 a O

70 été O

70 de O

70 nouveau O

70 arrêté O

70 , O

70 interrogé O

70 et O

70 mis O

70 en O

70 garde O

70 pour O

70 un O

70 autre O

70 incident O

70 de O

